Token,File,Matrix,TimePeriod
KNR_PRM_FARE,MD_KNR_PRM_Skim.omx,Fare,MD
KNR_PRM_IVT,MD_KNR_PRM_Skim.omx,In-Vehicle Time,MD
KNR_PRM_IWAIT,MD_KNR_PRM_Skim.omx,Initial Wait Time,MD
KNR_PRM_XWAIT,MD_KNR_PRM_Skim.omx,Transfer Wait Time,MD
KNR_PRM_XPEN,MD_KNR_PRM_Skim.omx,Transfer Penalty Time,MD
KNR_PRM_WAUX,MD_KNR_PRM_Skim.omx,Transfer Walk Time,MD
KNR_PRM_WACC,MD_KNR_PRM_Skim.omx,Access Walk Time,MD
KNR_PRM_WEGR,MD_KNR_PRM_Skim.omx,Egress Walk Time,MD
KNR_PRM_DTIME,MD_KNR_PRM_Skim.omx,Access Drive Time,MD
KNR_PRM_DDIST,MD_KNR_PRM_Skim.omx,Access Drive Distance,MD
KNR_PRM_DT,MD_KNR_PRM_Skim.omx,Dwelling Time,MD
KNR_PRM_NT,MD_KNR_PRM_Skim.omx,Number of Transfers,MD
KNR_PRM_IVTT_PMov,MD_KNR_PRM_Skim.omx,IVTT_PMov,MD
KNR_PRM_IVTT_Bus,MD_KNR_PRM_Skim.omx,IVTT_Bus,MD
KNR_PRM_IVTT_StCar,MD_KNR_PRM_Skim.omx,IVTT_StCar,MD
KNR_PRM_IVTT_Brt,MD_KNR_PRM_Skim.omx,IVTT_Brt,MD
KNR_PRM_IVTT_UrbRail,MD_KNR_PRM_Skim.omx,IVTT_UrbRail,MD
KNR_PRM_IVTT_ComRail,MD_KNR_PRM_Skim.omx,IVTT_ComRail,MD
KNR_MIX_GC,MD_KNR_MIX_Skim.omx,Generalized Cost,MD
KNR_MIX_FARE,MD_KNR_MIX_Skim.omx,Fare,MD
KNR_MIX_IVT,MD_KNR_MIX_Skim.omx,In-Vehicle Time,MD
KNR_MIX_IWAIT,MD_KNR_MIX_Skim.omx,Initial Wait Time,MD
KNR_MIX_XWAIT,MD_KNR_MIX_Skim.omx,Transfer Wait Time,MD
KNR_MIX_XPEN,MD_KNR_MIX_Skim.omx,Transfer Penalty Time,MD
KNR_MIX_WAUX,MD_KNR_MIX_Skim.omx,Transfer Walk Time,MD
KNR_MIX_WACC,MD_KNR_MIX_Skim.omx,Access Walk Time,MD
KNR_MIX_WEGR,MD_KNR_MIX_Skim.omx,Egress Walk Time,MD
KNR_MIX_DTIME,MD_KNR_MIX_Skim.omx,Access Drive Time,MD
KNR_MIX_DDIST,MD_KNR_MIX_Skim.omx,Access Drive Distance,MD
KNR_MIX_DT,MD_KNR_MIX_Skim.omx,Dwelling Time,MD
KNR_MIX_NT,MD_KNR_MIX_Skim.omx,Number of Transfers,MD
KNR_MIX_IVTT_PMov,MD_KNR_MIX_Skim.omx,IVTT_PMov,MD
KNR_MIX_IVTT_Bus,MD_KNR_MIX_Skim.omx,IVTT_Bus,MD
KNR_MIX_IVTT_StCar,MD_KNR_MIX_Skim.omx,IVTT_StCar,MD
KNR_MIX_IVTT_Brt,MD_KNR_MIX_Skim.omx,IVTT_Brt,MD
KNR_MIX_IVTT_UrbRail,MD_KNR_MIX_Skim.omx,IVTT_UrbRail,MD
KNR_MIX_IVTT_ComRail,MD_KNR_MIX_Skim.omx,IVTT_ComRail,MD
WLK_LOC_GC,PM_WLK_LOC_Skim.omx,Generalized Cost,PM
WLK_LOC_FARE,PM_WLK_LOC_Skim.omx,Fare,PM
WLK_LOC_IVT,PM_WLK_LOC_Skim.omx,In-Vehicle Time,PM
WLK_LOC_IWAIT,PM_WLK_LOC_Skim.omx,Initial Wait Time,PM
WLK_LOC_XWAIT,PM_WLK_LOC_Skim.omx,Transfer Wait Time,PM
WLK_LOC_XPEN,PM_WLK_LOC_Skim.omx,Transfer Penalty Time,PM
WLK_LOC_WAUX,PM_WLK_LOC_Skim.omx,Transfer Walk Time,PM
WLK_LOC_WACC,PM_WLK_LOC_Skim.omx,Access Walk Time,PM
WLK_LOC_WEGR,PM_WLK_LOC_Skim.omx,Egress Walk Time,PM
WLK_LOC_DT,PM_WLK_LOC_Skim.omx,Dwelling Time,PM
WLK_LOC_NT,PM_WLK_LOC_Skim.omx,Number of Transfers,PM
WLK_LOC_IVTT_PMov,PM_WLK_LOC_Skim.omx,IVTT_PMov,PM
WLK_LOC_IVTT_Bus,PM_WLK_LOC_Skim.omx,IVTT_Bus,PM
WLK_LOC_IVTT_StCar,PM_WLK_LOC_Skim.omx,IVTT_StCar,PM
WLK_LOC_IVTT_Brt,PM_WLK_LOC_Skim.omx,IVTT_Brt,PM
WLK_LOC_IVTT_UrbRail,PM_WLK_LOC_Skim.omx,IVTT_UrbRail,PM
WLK_LOC_IVTT_ComRail,PM_WLK_LOC_Skim.omx,IVTT_ComRail,PM
WLK_PRM_GC,PM_WLK_PRM_Skim.omx,Generalized Cost,PM
WLK_PRM_FARE,PM_WLK_PRM_Skim.omx,Fare,PM
WLK_PRM_IVT,PM_WLK_PRM_Skim.omx,In-Vehicle Time,PM
WLK_PRM_IWAIT,PM_WLK_PRM_Skim.omx,Initial Wait Time,PM
WLK_PRM_XWAIT,PM_WLK_PRM_Skim.omx,Transfer Wait Time,PM
WLK_PRM_XPEN,PM_WLK_PRM_Skim.omx,Transfer Penalty Time,PM
WLK_PRM_WAUX,PM_WLK_PRM_Skim.omx,Transfer Walk Time,PM
WLK_PRM_WACC,PM_WLK_PRM_Skim.omx,Access Walk Time,PM
WLK_PRM_WEGR,PM_WLK_PRM_Skim.omx,Egress Walk Time,PM
WLK_PRM_DT,PM_WLK_PRM_Skim.omx,Dwelling Time,PM
WLK_PRM_NT,PM_WLK_PRM_Skim.omx,Number of Transfers,PM
WLK_PRM_IVTT_PMov,PM_WLK_PRM_Skim.omx,IVTT_PMov,PM
WLK_PRM_IVTT_Bus,PM_WLK_PRM_Skim.omx,IVTT_Bus,PM
WLK_PRM_IVTT_StCar,PM_WLK_PRM_Skim.omx,IVTT_StCar,PM
WLK_PRM_IVTT_Brt,PM_WLK_PRM_Skim.omx,IVTT_Brt,PM
WLK_PRM_IVTT_UrbRail,PM_WLK_PRM_Skim.omx,IVTT_UrbRail,PM
WLK_PRM_IVTT_ComRail,PM_WLK_PRM_Skim.omx,IVTT_ComRail,PM
WLK_MIX_GC,PM_WLK_MIX_Skim.omx,Generalized Cost,PM
WLK_MIX_FARE,PM_WLK_MIX_Skim.omx,Fare,PM
WLK_MIX_IVT,PM_WLK_MIX_Skim.omx,In-Vehicle Time,PM
WLK_MIX_IWAIT,PM_WLK_MIX_Skim.omx,Initial Wait Time,PM
WLK_MIX_XWAIT,PM_WLK_MIX_Skim.omx,Transfer Wait Time,PM
WLK_MIX_XPEN,PM_WLK_MIX_Skim.omx,Transfer Penalty Time,PM
WLK_MIX_WAUX,PM_WLK_MIX_Skim.omx,Transfer Walk Time,PM
WLK_MIX_WACC,PM_WLK_MIX_Skim.omx,Access Walk Time,PM
WLK_MIX_WEGR,PM_WLK_MIX_Skim.omx,Egress Walk Time,PM
WLK_MIX_DT,PM_WLK_MIX_Skim.omx,Dwelling Time,PM
WLK_MIX_NT,PM_WLK_MIX_Skim.omx,Number of Transfers,PM
WLK_MIX_IVTT_PMov,PM_WLK_MIX_Skim.omx,IVTT_PMov,PM
WLK_MIX_IVTT_Bus,PM_WLK_MIX_Skim.omx,IVTT_Bus,PM
WLK_MIX_IVTT_StCar,PM_WLK_MIX_Skim.omx,IVTT_StCar,PM
WLK_MIX_IVTT_Brt,PM_WLK_MIX_Skim.omx,IVTT_Brt,PM
WLK_MIX_IVTT_UrbRail,PM_WLK_MIX_Skim.omx,IVTT_UrbRail,PM
WLK_MIX_IVTT_ComRail,PM_WLK_MIX_Skim.omx,IVTT_ComRail,PM
PNR_LOC_GC,PM_DRV_LOC_Skim.omx,Generalized Cost,PM
PNR_LOC_FARE,PM_DRV_LOC_Skim.omx,Fare,PM
PNR_LOC_IVT,PM_DRV_LOC_Skim.omx,In-Vehicle Time,PM
PNR_LOC_IWAIT,PM_DRV_LOC_Skim.omx,Initial Wait Time,PM
PNR_LOC_XWAIT,PM_DRV_LOC_Skim.omx,Transfer Wait Time,PM
PNR_LOC_XPEN,PM_DRV_LOC_Skim.omx,Transfer Penalty Time,PM
PNR_LOC_WAUX,PM_DRV_LOC_Skim.omx,Transfer Walk Time,PM
PNR_LOC_WACC,PM_DRV_LOC_Skim.omx,Access Walk Time,PM
PNR_LOC_WEGR,PM_DRV_LOC_Skim.omx,Egress Walk Time,PM
PNR_LOC_DTIME,PM_DRV_LOC_Skim.omx,Access Drive Time,PM
PNR_LOC_DDIST,PM_DRV_LOC_Skim.omx,Access Drive Distance,PM
PNR_LOC_DT,PM_DRV_LOC_Skim.omx,Dwelling Time,PM
PNR_LOC_NT,PM_DRV_LOC_Skim.omx,Number of Transfers,PM
PNR_LOC_IVTT_PMov,PM_DRV_LOC_Skim.omx,IVTT_PMov,PM
PNR_LOC_IVTT_Bus,PM_DRV_LOC_Skim.omx,IVTT_Bus,PM
PNR_LOC_IVTT_StCar,PM_DRV_LOC_Skim.omx,IVTT_StCar,PM
PNR_LOC_IVTT_Brt,PM_DRV_LOC_Skim.omx,IVTT_Brt,PM
PNR_LOC_IVTT_UrbRail,PM_DRV_LOC_Skim.omx,IVTT_UrbRail,PM
PNR_LOC_IVTT_ComRail,PM_DRV_LOC_Skim.omx,IVTT_ComRail,PM
PNR_PRM_GC,PM_DRV_PRM_Skim.omx,Generalized Cost,PM
PNR_PRM_FARE,PM_DRV_PRM_Skim.omx,Fare,PM
PNR_PRM_IVT,PM_DRV_PRM_Skim.omx,In-Vehicle Time,PM
PNR_PRM_IWAIT,PM_DRV_PRM_Skim.omx,Initial Wait Time,PM
PNR_PRM_XWAIT,PM_DRV_PRM_Skim.omx,Transfer Wait Time,PM
PNR_PRM_XPEN,PM_DRV_PRM_Skim.omx,Transfer Penalty Time,PM
PNR_PRM_WAUX,PM_DRV_PRM_Skim.omx,Transfer Walk Time,PM
PNR_PRM_WACC,PM_DRV_PRM_Skim.omx,Access Walk Time,PM
PNR_PRM_WEGR,PM_DRV_PRM_Skim.omx,Egress Walk Time,PM
PNR_PRM_DTIME,PM_DRV_PRM_Skim.omx,Access Drive Time,PM
PNR_PRM_DDIST,PM_DRV_PRM_Skim.omx,Access Drive Distance,PM
PNR_PRM_DT,PM_DRV_PRM_Skim.omx,Dwelling Time,PM
PNR_PRM_NT,PM_DRV_PRM_Skim.omx,Number of Transfers,PM
PNR_PRM_IVTT_PMov,PM_DRV_PRM_Skim.omx,IVTT_PMov,PM
PNR_PRM_IVTT_Bus,PM_DRV_PRM_Skim.omx,IVTT_Bus,PM
PNR_PRM_IVTT_StCar,PM_DRV_PRM_Skim.omx,IVTT_StCar,PM
PNR_PRM_IVTT_Brt,PM_DRV_PRM_Skim.omx,IVTT_Brt,PM
PNR_PRM_IVTT_UrbRail,PM_DRV_PRM_Skim.omx,IVTT_UrbRail,PM
PNR_PRM_IVTT_ComRail,PM_DRV_PRM_Skim.omx,IVTT_ComRail,PM
PNR_MIX_GC,PM_DRV_MIX_Skim.omx,Generalized Cost,PM
PNR_MIX_FARE,PM_DRV_MIX_Skim.omx,Fare,PM
PNR_MIX_IVT,PM_DRV_MIX_Skim.omx,In-Vehicle Time,PM
PNR_MIX_IWAIT,PM_DRV_MIX_Skim.omx,Initial Wait Time,PM
PNR_MIX_XWAIT,PM_DRV_MIX_Skim.omx,Transfer Wait Time,PM
PNR_MIX_XPEN,PM_DRV_MIX_Skim.omx,Transfer Penalty Time,PM
PNR_MIX_WAUX,PM_DRV_MIX_Skim.omx,Transfer Walk Time,PM
PNR_MIX_WACC,PM_DRV_MIX_Skim.omx,Access Walk Time,PM
PNR_MIX_WEGR,PM_DRV_MIX_Skim.omx,Egress Walk Time,PM
PNR_MIX_DTIME,PM_DRV_MIX_Skim.omx,Access Drive Time,PM
PNR_MIX_DDIST,PM_DRV_MIX_Skim.omx,Access Drive Distance,PM
PNR_MIX_DT,PM_DRV_MIX_Skim.omx,Dwelling Time,PM
PNR_MIX_NT,PM_DRV_MIX_Skim.omx,Number of Transfers,PM
PNR_MIX_IVTT_PMov,PM_DRV_MIX_Skim.omx,IVTT_PMov,PM
PNR_MIX_IVTT_Bus,PM_DRV_MIX_Skim.omx,IVTT_Bus,PM
PNR_MIX_IVTT_StCar,PM_DRV_MIX_Skim.omx,IVTT_StCar,PM
PNR_MIX_IVTT_Brt,PM_DRV_MIX_Skim.omx,IVTT_Brt,PM
PNR_MIX_IVTT_UrbRail,PM_DRV_MIX_Skim.omx,IVTT_UrbRail,PM
PNR_MIX_IVTT_ComRail,PM_DRV_MIX_Skim.omx,IVTT_ComRail,PM
KNR_LOC_GC,PM_KNR_LOC_Skim.omx,Generalized Cost,PM
KNR_LOC_FARE,PM_KNR_LOC_Skim.omx,Fare,PM
KNR_LOC_IVT,PM_KNR_LOC_Skim.omx,In-Vehicle Time,PM
KNR_LOC_IWAIT,PM_KNR_LOC_Skim.omx,Initial Wait Time,PM
KNR_LOC_XWAIT,PM_KNR_LOC_Skim.omx,Transfer Wait Time,PM
KNR_LOC_XPEN,PM_KNR_LOC_Skim.omx,Transfer Penalty Time,PM
KNR_LOC_WAUX,PM_KNR_LOC_Skim.omx,Transfer Walk Time,PM
KNR_LOC_WACC,PM_KNR_LOC_Skim.omx,Access Walk Time,PM
KNR_LOC_WEGR,PM_KNR_LOC_Skim.omx,Egress Walk Time,PM
KNR_LOC_DTIME,PM_KNR_LOC_Skim.omx,Access Drive Time,PM
KNR_LOC_DDIST,PM_KNR_LOC_Skim.omx,Access Drive Distance,PM
KNR_LOC_DT,PM_KNR_LOC_Skim.omx,Dwelling Time,PM
KNR_LOC_NT,PM_KNR_LOC_Skim.omx,Number of Transfers,PM
KNR_LOC_IVTT_PMov,PM_KNR_LOC_Skim.omx,IVTT_PMov,PM
KNR_LOC_IVTT_Bus,PM_KNR_LOC_Skim.omx,IVTT_Bus,PM
KNR_LOC_IVTT_StCar,PM_KNR_LOC_Skim.omx,IVTT_StCar,PM
KNR_LOC_IVTT_Brt,PM_KNR_LOC_Skim.omx,IVTT_Brt,PM
KNR_LOC_IVTT_UrbRail,PM_KNR_LOC_Skim.omx,IVTT_UrbRail,PM
KNR_LOC_IVTT_ComRail,PM_KNR_LOC_Skim.omx,IVTT_ComRail,PM
KNR_PRM_GC,PM_KNR_PRM_Skim.omx,Generalized Cost,PM
KNR_PRM_FARE,PM_KNR_PRM_Skim.omx,Fare,PM
KNR_PRM_IVT,PM_KNR_PRM_Skim.omx,In-Vehicle Time,PM
KNR_PRM_IWAIT,PM_KNR_PRM_Skim.omx,Initial Wait Time,PM
KNR_PRM_XWAIT,PM_KNR_PRM_Skim.omx,Transfer Wait Time,PM
KNR_PRM_XPEN,PM_KNR_PRM_Skim.omx,Transfer Penalty Time,PM
KNR_PRM_WAUX,PM_KNR_PRM_Skim.omx,Transfer Walk Time,PM
KNR_PRM_WACC,PM_KNR_PRM_Skim.omx,Access Walk Time,PM
KNR_PRM_WEGR,PM_KNR_PRM_Skim.omx,Egress Walk Time,PM
KNR_PRM_DTIME,PM_KNR_PRM_Skim.omx,Access Drive Time,PM
KNR_PRM_DDIST,PM_KNR_PRM_Skim.omx,Access Drive Distance,PM
KNR_PRM_DT,PM_KNR_PRM_Skim.omx,Dwelling Time,PM
KNR_PRM_NT,PM_KNR_PRM_Skim.omx,Number of Transfers,PM
KNR_PRM_IVTT_PMov,PM_KNR_PRM_Skim.omx,IVTT_PMov,PM
KNR_PRM_IVTT_Bus,PM_KNR_PRM_Skim.omx,IVTT_Bus,PM
KNR_PRM_IVTT_StCar,PM_KNR_PRM_Skim.omx,IVTT_StCar,PM
KNR_PRM_IVTT_Brt,PM_KNR_PRM_Skim.omx,IVTT_Brt,PM
KNR_PRM_IVTT_UrbRail,PM_KNR_PRM_Skim.omx,IVTT_UrbRail,PM
KNR_PRM_IVTT_ComRail,PM_KNR_PRM_Skim.omx,IVTT_ComRail,PM
KNR_MIX_GC,PM_KNR_MIX_Skim.omx,Generalized Cost,PM
KNR_MIX_FARE,PM_KNR_MIX_Skim.omx,Fare,PM
KNR_MIX_IVT,PM_KNR_MIX_Skim.omx,In-Vehicle Time,PM
KNR_MIX_IWAIT,PM_KNR_MIX_Skim.omx,Initial Wait Time,PM
KNR_MIX_XWAIT,PM_KNR_MIX_Skim.omx,Transfer Wait Time,PM
KNR_MIX_XPEN,PM_KNR_MIX_Skim.omx,Transfer Penalty Time,PM
KNR_MIX_WAUX,PM_KNR_MIX_Skim.omx,Transfer Walk Time,PM
KNR_MIX_WACC,PM_KNR_MIX_Skim.omx,Access Walk Time,PM
KNR_MIX_WEGR,PM_KNR_MIX_Skim.omx,Egress Walk Time,PM
KNR_MIX_DTIME,PM_KNR_MIX_Skim.omx,Access Drive Time,PM
KNR_MIX_DDIST,PM_KNR_MIX_Skim.omx,Access Drive Distance,PM
KNR_MIX_DT,PM_KNR_MIX_Skim.omx,Dwelling Time,PM
KNR_MIX_NT,PM_KNR_MIX_Skim.omx,Number of Transfers,PM
KNR_MIX_IVTT_PMov,PM_KNR_MIX_Skim.omx,IVTT_PMov,PM
KNR_MIX_IVTT_Bus,PM_KNR_MIX_Skim.omx,IVTT_Bus,PM
KNR_MIX_IVTT_StCar,PM_KNR_MIX_Skim.omx,IVTT_StCar,PM
KNR_MIX_IVTT_Brt,PM_KNR_MIX_Skim.omx,IVTT_Brt,PM
KNR_MIX_IVTT_UrbRail,PM_KNR_MIX_Skim.omx,IVTT_UrbRail,PM
KNR_MIX_IVTT_ComRail,PM_KNR_MIX_Skim.omx,IVTT_ComRail,PM
WLK_LOC_GC,EV_WLK_LOC_Skim.omx,Generalized Cost,EV
WLK_LOC_FARE,EV_WLK_LOC_Skim.omx,Fare,EV
WLK_LOC_IVT,EV_WLK_LOC_Skim.omx,In-Vehicle Time,EV
WLK_LOC_IWAIT,EV_WLK_LOC_Skim.omx,Initial Wait Time,EV
WLK_LOC_XWAIT,EV_WLK_LOC_Skim.omx,Transfer Wait Time,EV
WLK_LOC_XPEN,EV_WLK_LOC_Skim.omx,Transfer Penalty Time,EV
WLK_LOC_WAUX,EV_WLK_LOC_Skim.omx,Transfer Walk Time,EV
WLK_LOC_WACC,EV_WLK_LOC_Skim.omx,Access Walk Time,EV
WLK_LOC_WEGR,EV_WLK_LOC_Skim.omx,Egress Walk Time,EV
WLK_LOC_DT,EV_WLK_LOC_Skim.omx,Dwelling Time,EV
WLK_LOC_NT,EV_WLK_LOC_Skim.omx,Number of Transfers,EV
WLK_LOC_IVTT_PMov,EV_WLK_LOC_Skim.omx,IVTT_PMov,EV
WLK_LOC_IVTT_Bus,EV_WLK_LOC_Skim.omx,IVTT_Bus,EV
WLK_LOC_IVTT_StCar,EV_WLK_LOC_Skim.omx,IVTT_StCar,EV
WLK_LOC_IVTT_Brt,EV_WLK_LOC_Skim.omx,IVTT_Brt,EV
WLK_LOC_IVTT_UrbRail,EV_WLK_LOC_Skim.omx,IVTT_UrbRail,EV
WLK_LOC_IVTT_ComRail,EV_WLK_LOC_Skim.omx,IVTT_ComRail,EV
WLK_PRM_GC,EV_WLK_PRM_Skim.omx,Generalized Cost,EV
WLK_PRM_FARE,EV_WLK_PRM_Skim.omx,Fare,EV
WLK_PRM_IVT,EV_WLK_PRM_Skim.omx,In-Vehicle Time,EV
WLK_PRM_IWAIT,EV_WLK_PRM_Skim.omx,Initial Wait Time,EV
WLK_PRM_XWAIT,EV_WLK_PRM_Skim.omx,Transfer Wait Time,EV
WLK_PRM_XPEN,EV_WLK_PRM_Skim.omx,Transfer Penalty Time,EV
WLK_PRM_WAUX,EV_WLK_PRM_Skim.omx,Transfer Walk Time,EV
WLK_PRM_WACC,EV_WLK_PRM_Skim.omx,Access Walk Time,EV
WLK_PRM_WEGR,EV_WLK_PRM_Skim.omx,Egress Walk Time,EV
WLK_PRM_DT,EV_WLK_PRM_Skim.omx,Dwelling Time,EV
WLK_PRM_NT,EV_WLK_PRM_Skim.omx,Number of Transfers,EV
WLK_PRM_IVTT_PMov,EV_WLK_PRM_Skim.omx,IVTT_PMov,EV
WLK_PRM_IVTT_Bus,EV_WLK_PRM_Skim.omx,IVTT_Bus,EV
WLK_PRM_IVTT_StCar,EV_WLK_PRM_Skim.omx,IVTT_StCar,EV
WLK_PRM_IVTT_Brt,EV_WLK_PRM_Skim.omx,IVTT_Brt,EV
WLK_PRM_IVTT_UrbRail,EV_WLK_PRM_Skim.omx,IVTT_UrbRail,EV
WLK_PRM_IVTT_ComRail,EV_WLK_PRM_Skim.omx,IVTT_ComRail,EV
WLK_MIX_GC,EV_WLK_MIX_Skim.omx,Generalized Cost,EV
WLK_MIX_FARE,EV_WLK_MIX_Skim.omx,Fare,EV
WLK_MIX_IVT,EV_WLK_MIX_Skim.omx,In-Vehicle Time,EV
WLK_MIX_IWAIT,EV_WLK_MIX_Skim.omx,Initial Wait Time,EV
WLK_MIX_XWAIT,EV_WLK_MIX_Skim.omx,Transfer Wait Time,EV
WLK_MIX_XPEN,EV_WLK_MIX_Skim.omx,Transfer Penalty Time,EV
WLK_MIX_WAUX,EV_WLK_MIX_Skim.omx,Transfer Walk Time,EV
WLK_MIX_WACC,EV_WLK_MIX_Skim.omx,Access Walk Time,EV
WLK_MIX_WEGR,EV_WLK_MIX_Skim.omx,Egress Walk Time,EV
WLK_MIX_DT,EV_WLK_MIX_Skim.omx,Dwelling Time,EV
WLK_MIX_NT,EV_WLK_MIX_Skim.omx,Number of Transfers,EV
WLK_MIX_IVTT_PMov,EV_WLK_MIX_Skim.omx,IVTT_PMov,EV
WLK_MIX_IVTT_Bus,EV_WLK_MIX_Skim.omx,IVTT_Bus,EV
WLK_MIX_IVTT_StCar,EV_WLK_MIX_Skim.omx,IVTT_StCar,EV
WLK_MIX_IVTT_Brt,EV_WLK_MIX_Skim.omx,IVTT_Brt,EV
WLK_MIX_IVTT_UrbRail,EV_WLK_MIX_Skim.omx,IVTT_UrbRail,EV
WLK_MIX_IVTT_ComRail,EV_WLK_MIX_Skim.omx,IVTT_ComRail,EV
PNR_LOC_GC,EV_DRV_LOC_Skim.omx,Generalized Cost,EV
PNR_LOC_FARE,EV_DRV_LOC_Skim.omx,Fare,EV
PNR_LOC_IVT,EV_DRV_LOC_Skim.omx,In-Vehicle Time,EV
PNR_LOC_IWAIT,EV_DRV_LOC_Skim.omx,Initial Wait Time,EV
PNR_LOC_XWAIT,EV_DRV_LOC_Skim.omx,Transfer Wait Time,EV
PNR_LOC_XPEN,EV_DRV_LOC_Skim.omx,Transfer Penalty Time,EV
PNR_LOC_WAUX,EV_DRV_LOC_Skim.omx,Transfer Walk Time,EV
PNR_LOC_WACC,EV_DRV_LOC_Skim.omx,Access Walk Time,EV
PNR_LOC_WEGR,EV_DRV_LOC_Skim.omx,Egress Walk Time,EV
PNR_LOC_DTIME,EV_DRV_LOC_Skim.omx,Access Drive Time,EV
PNR_LOC_DDIST,EV_DRV_LOC_Skim.omx,Access Drive Distance,EV
PNR_LOC_DT,EV_DRV_LOC_Skim.omx,Dwelling Time,EV
PNR_LOC_NT,EV_DRV_LOC_Skim.omx,Number of Transfers,EV
PNR_LOC_IVTT_PMov,EV_DRV_LOC_Skim.omx,IVTT_PMov,EV
PNR_LOC_IVTT_Bus,EV_DRV_LOC_Skim.omx,IVTT_Bus,EV
PNR_LOC_IVTT_StCar,EV_DRV_LOC_Skim.omx,IVTT_StCar,EV
PNR_LOC_IVTT_Brt,EV_DRV_LOC_Skim.omx,IVTT_Brt,EV
PNR_LOC_IVTT_UrbRail,EV_DRV_LOC_Skim.omx,IVTT_UrbRail,EV
PNR_LOC_IVTT_ComRail,EV_DRV_LOC_Skim.omx,IVTT_ComRail,EV
PNR_PRM_GC,EV_DRV_PRM_Skim.omx,Generalized Cost,EV
PNR_PRM_FARE,EV_DRV_PRM_Skim.omx,Fare,EV
PNR_PRM_IVT,EV_DRV_PRM_Skim.omx,In-Vehicle Time,EV
PNR_PRM_IWAIT,EV_DRV_PRM_Skim.omx,Initial Wait Time,EV
PNR_PRM_XWAIT,EV_DRV_PRM_Skim.omx,Transfer Wait Time,EV
PNR_PRM_XPEN,EV_DRV_PRM_Skim.omx,Transfer Penalty Time,EV
PNR_PRM_WAUX,EV_DRV_PRM_Skim.omx,Transfer Walk Time,EV
PNR_PRM_WACC,EV_DRV_PRM_Skim.omx,Access Walk Time,EV
PNR_PRM_WEGR,EV_DRV_PRM_Skim.omx,Egress Walk Time,EV
PNR_PRM_DTIME,EV_DRV_PRM_Skim.omx,Access Drive Time,EV
PNR_PRM_DDIST,EV_DRV_PRM_Skim.omx,Access Drive Distance,EV
PNR_PRM_DT,EV_DRV_PRM_Skim.omx,Dwelling Time,EV
PNR_PRM_NT,EV_DRV_PRM_Skim.omx,Number of Transfers,EV
PNR_PRM_IVTT_PMov,EV_DRV_PRM_Skim.omx,IVTT_PMov,EV
PNR_PRM_IVTT_Bus,EV_DRV_PRM_Skim.omx,IVTT_Bus,EV
PNR_PRM_IVTT_StCar,EV_DRV_PRM_Skim.omx,IVTT_StCar,EV
PNR_PRM_IVTT_Brt,EV_DRV_PRM_Skim.omx,IVTT_Brt,EV
PNR_PRM_IVTT_UrbRail,EV_DRV_PRM_Skim.omx,IVTT_UrbRail,EV
PNR_PRM_IVTT_ComRail,EV_DRV_PRM_Skim.omx,IVTT_ComRail,EV
PNR_MIX_GC,EV_DRV_MIX_Skim.omx,Generalized Cost,EV
PNR_MIX_FARE,EV_DRV_MIX_Skim.omx,Fare,EV
PNR_MIX_IVT,EV_DRV_MIX_Skim.omx,In-Vehicle Time,EV
PNR_MIX_IWAIT,EV_DRV_MIX_Skim.omx,Initial Wait Time,EV
PNR_MIX_XWAIT,EV_DRV_MIX_Skim.omx,Transfer Wait Time,EV
PNR_MIX_XPEN,EV_DRV_MIX_Skim.omx,Transfer Penalty Time,EV
PNR_MIX_WAUX,EV_DRV_MIX_Skim.omx,Transfer Walk Time,EV
PNR_MIX_WACC,EV_DRV_MIX_Skim.omx,Access Walk Time,EV
PNR_MIX_WEGR,EV_DRV_MIX_Skim.omx,Egress Walk Time,EV
PNR_MIX_DTIME,EV_DRV_MIX_Skim.omx,Access Drive Time,EV
PNR_MIX_DDIST,EV_DRV_MIX_Skim.omx,Access Drive Distance,EV
PNR_MIX_DT,EV_DRV_MIX_Skim.omx,Dwelling Time,EV
PNR_MIX_NT,EV_DRV_MIX_Skim.omx,Number of Transfers,EV
PNR_MIX_IVTT_PMov,EV_DRV_MIX_Skim.omx,IVTT_PMov,EV
PNR_MIX_IVTT_Bus,EV_DRV_MIX_Skim.omx,IVTT_Bus,EV
PNR_MIX_IVTT_StCar,EV_DRV_MIX_Skim.omx,IVTT_StCar,EV
PNR_MIX_IVTT_Brt,EV_DRV_MIX_Skim.omx,IVTT_Brt,EV
PNR_MIX_IVTT_UrbRail,EV_DRV_MIX_Skim.omx,IVTT_UrbRail,EV
PNR_MIX_IVTT_ComRail,EV_DRV_MIX_Skim.omx,IVTT_ComRail,EV
KNR_LOC_GC,EV_KNR_LOC_Skim.omx,Generalized Cost,EV
KNR_LOC_FARE,EV_KNR_LOC_Skim.omx,Fare,EV
KNR_LOC_IVT,EV_KNR_LOC_Skim.omx,In-Vehicle Time,EV
KNR_LOC_IWAIT,EV_KNR_LOC_Skim.omx,Initial Wait Time,EV
KNR_LOC_XWAIT,EV_KNR_LOC_Skim.omx,Transfer Wait Time,EV
KNR_LOC_XPEN,EV_KNR_LOC_Skim.omx,Transfer Penalty Time,EV
KNR_LOC_WAUX,EV_KNR_LOC_Skim.omx,Transfer Walk Time,EV
