LINKSERIAL,USECOUNT,LOCAL_ID,AADT_YEAR,AADT,AADT_CAR,AADT_TRUCK,AADT_SUT,AADT_MUT,FCLASS,FCLASS_LABEL,AREATYPE,AREATYPE_LABEL,FCLASS_GROUP,COUNTY,CountyName,VOLUME_GROUP_MUT,VOLUME_GROUP_SUT,VOLUME_GROUP_TRUCK
13137,1,82-2545,2019,4734,3907,827,353,443,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
13147,0,82-2645,2017,28121,26829,1292,478,730,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
13182,1,82-5813,2019,6415,5348,1067,468,593,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
13191,1,82-0554,2019,10173,9282.5,890,197,689,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,100-199,500-999
13203,0,82-5893,2019,2087.5,2025.5,62,36,6,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13211,0,82-1774,2017,5839.5,5687.5,152,87,58,4,Minor Arterial,2,Urban Fringe,Other Road,2,Other Wayne,0-99,0-99,100-199
13214,1,82-4922,2019,5167,4105,1062,309,727,4,Minor Arterial,3,Urban,Other Road,1,Detroit,500-999,200-499,1000-1999
13217,0,82-0916,2017,820,781,39,20,18,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
13237,0,82-6141,2019,12266,11777,489,306,134,5,Major Collector,3,Urban,Other Road,1,Detroit,100-199,200-499,200-499
13309,0,82-5840,2019,1841.5,1787.5,54,35,14,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
13325,0,82-1161,2017,2049,1970,79,41,36,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13329,0,82-1457,2017,3789,3679,110,57,49,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13335,0,82-1226,2017,1729,1702,26,8,21,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13338,0,82-2334,2017,1290,1227,63,34,28,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13351,0,82-5890,2019,939,861.5,77,41,10,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13357,0,82-5889,2018,2051,1957,93,56,8,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13358,1,82-1439,2019,20762,19917,845,357,384,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
13381,0,82-5893,2019,2087.5,2025.5,62,36,6,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13413,0,82-7372,2019,6751,6432,319,149,156,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,100-199,200-499
13439,1,82-7692,2019,8048,6905,1143,393,633,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
13487,0,82-1187,2019,6450,6199,251,155,70,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,200-499
13494,0,82-2342,2017,744,712,32,17,14,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13502,0,82-2341,2019,1061,1003,58,34,3,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13525,0,82-1382,2018,8158,8049,108,70,22,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
13528,1,82-1875,2017,7001,6819,181,70,90,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,100-199
13531,1,82-5908,2018,7352,7065,286,111,165,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,100-199,200-499
13537,0,82-1225,2019,6572,6399,173,89,18,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,100-199
13548,1,82-5907,2018,3328,3207,120,53,63,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,100-199
13564,0,82-1844,2019,8255.5,8112.5,143,42,7,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13587,0,82-6123,2018,2007,1953,54,32,18,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13597,0,82-2338,2017,4026,3910,116,60,52,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13601,0,82-7347,2019,5575,5447,128,50,17,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
13615,0,82-5926,2018,5312,5169,143,85,47,4,Minor Arterial,1,Urban Business,Other Road,1,Detroit,0-99,0-99,100-199
13619,0,82-2337,2018,224,219,5,3,2,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
13622,0,82-6202,2017,825,798,27,17,9,4,Minor Arterial,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
13636,0,82-6057,2019,1129,1110,19,12,5,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
13637,0,82-6056,2017,3471,3369,102,55,44,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
13657,1,82-5805,2018,10094,9675,418,203,177,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,200-499,200-499
13674,0,82-1247,2017,4710,4370,340,123,193,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,100-199,200-499
13684,0,82-1435,2017,4913,4725,188,113,70,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,100-199
13699,0,82-1374,2017,6098.5,5946.5,152,91,54,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13702,0,82-9969,2019,65832,62277,3555,592,2962,1,Interstate Freeway,3,Urban,Interstate,1,Detroit,2000+,500-999,2000+
13718,1,82-5973,2019,4603,4221,382,268,61,4,Minor Arterial,1,Urban Business,Other Road,1,Detroit,0-99,200-499,200-499
13754,0,82-1372,2017,6309,6101,208,126,76,4,Minor Arterial,1,Urban Business,Other Road,1,Detroit,0-99,100-199,200-499
13773,0,82-5958,2017,6373.5,5960,413,153,228,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,200-499,100-199,200-499
13800,1,82-6025,2019,6584,6252,332,166,124,4,Minor Arterial,3,Urban,Other Road,1,Detroit,100-199,100-199,200-499
13802,0,82-1196,2017,6611,6399,212,132,73,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,200-499
13805,0,82-5820,2018,4136,3972,163,104,49,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
13807,1,82-5807,2019,12460,11821,639,146,361,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,100-199,500-999
13821,0,82-5956,2019,6368,6088,280,117,14,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
13830,0,82-5954,2019,7045,6834,211,79,15,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
13833,0,82-2349,2017,4465,4338,127,66,57,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13855,0,82-2358,2017,1036,988,48,25,22,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13868,1,82-7749,2019,10018,9551,467,228,218,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,200-499
13896,0,82-1251,2017,2320,2237,83,44,37,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13899,0,82-2347,2017,3101,2998,103,50,50,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13905,1,82-1193,2019,15718,13928,1790,369,1334,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,1000-1999,200-499,1000-1999
13913,0,82-6500,2017,233,223,9,7,4,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
13928,0,82-2363,2017,3122,3019,103,50,50,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
13979,0,82-6125,2017,3971,3799,172,104,64,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,100-199
13988,1,82-1082,2019,17895,15530,2365,499,1743,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,1000-1999,200-499,2000+
14007,0,82-9499,2019,70286,64312,5974,1757,4217,1,Interstate Freeway,3,Urban,Interstate,1,Detroit,2000+,1000-1999,2000+
14036,0,82-6543,2017,306,222,83,11,71,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14066,0,82-9489,2019,60734.5,54114,6620,1761,4859,1,Interstate Freeway,3,Urban,Interstate,1,Detroit,2000+,1000-1999,2000+
14083,0,82-5958,2017,6373.5,5960,413,153,228,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,200-499,100-199,200-499
14095,0,82-2703,2017,12169,11865,304,183,109,4,Minor Arterial,3,Urban,Other Road,1,Detroit,100-199,100-199,200-499
14099,0,82-6019,2018,2037,1982.5,54,32,18,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14111,0,82-7283,2019,11339,10805,534,250,261,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14116,1,82-5806,2018,10388,9624,763,275,398,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14121,0,82-8839,2019,47070,42692.5,4377,1035,3248,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,1000-1999,2000+
14145,0,82-1374,2017,6098.5,5946.5,152,91,54,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
14185,0,82-5804,2017,12101.5,11521,580,217,326,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14186,1,82-1792,2018,7454.5,7117,337,141,187,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,100-199,200-499
14190,0,82-1425,2017,5007,4867,140,70,65,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,100-199
14193,0,82-1721,2019,7319,6983,336,118,27,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
14196,0,82-6136,2018,10785,10504,281,184,86,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,100-199,200-499
14198,1,82-1484,2019,11767,10558,1209,231,887,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
14199,0,82-2361,2017,640,612,28,14,13,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14218,0,82-6239,2017,350,340,9,7,4,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14242,0,82-6044,2018,4837,4748,88,64,27,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14248,0,82-1595,2017,1627,1555,72,38,32,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,0-99
14272,1,82-1387,2019,9084,8841,243,127,102,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14284,0,82-5824,2017,26390,25148,1242,475,688,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
14299,0,82-2346,2017,13560,12937,623,230,352,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14317,0,82-5808,2017,12171,11369,802,304,437,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14337,0,82-6103,2019,3080,2958,122,77,33,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
14351,0,82-2344,2017,711,679,32,17,14,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99
14364,0,82-9419,2019,71586.5,65788,5798,1575,4223,1,Interstate Freeway,2,Urban Fringe,Interstate,1,Detroit,2000+,1000-1999,2000+
14368,0,82-2393,2018,3704.5,3625,79,43,34,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14398,0,82-5825,2017,17089,16133,956,359,529,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,500-999
14404,1,82-1197,2019,16560,15378,1182,482,682,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
14406,0,82-5987,2018,1805,1758,47,31,14,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14418,0,82-1787,2019,7107.5,7012,95,63,22,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14422,0,82-1373,2017,5205,5007,198,120,73,4,Minor Arterial,1,Urban Business,Other Road,1,Detroit,0-99,100-199,100-199
14440,1,82-5823,2019,21395,19454,1941,433,1387,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,1000-1999,200-499,1000-1999
14449,0,82-6020,2017,4411,4299,111,73,39,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
14470,0,82-1371,2018,2574,2504,70,41,24,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14473,0,82-1160,2017,16949,15999,950,356,526,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,500-999
14485,0,82-1590,2017,9069,8345,724,263,407,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,200-499,200-499,500-999
14492,1,82-3611,2019,15272,14465,807,190,54,3,Principal Arterial,1,Urban Business,Freeway/Prin. Art.,1,Detroit,0-99,100-199,200-499
14514,1,82-7337,2019,23994,22944,1050,243,65,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,1,Detroit,0-99,200-499,200-499
14516,1,82-7338,2019,25975,24668,1307,296,76,3,Principal Arterial,2,Urban Fringe,Freeway/Prin. Art.,1,Detroit,0-99,200-499,200-499
14527,0,82-5025,2019,17497,16623,874,192,52,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,200-499
14554,0,82-5846,2018,8609,8386,223,111,78,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
14555,0,82-0735,2017,17891,16888,1003,376,555,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,200-499,500-999
14564,0,82-0527,2019,29978,28778,1200,630,540,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999
14565,1,82-1233,2017,9537,9313,223,106,88,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
14594,0,82-1710,2018,6345,6279,66,49,9,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14615,0,82-6148,2018,5432,5365,67,45,10,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14648,0,82-1309,2017,5315,5114,201,122,74,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,100-199
14694,0,82-0885,2017,4882,4744,138,68,65,5,Major Collector,1,Urban Business,Other Road,1,Detroit,0-99,0-99,100-199
14698,1,82-2368,2017,1069,956,112,46,57,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
14702,0,82-2367,2019,162,146,16,3,13,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14704,1,82-2547,2019,6207,5300,907,228,657,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,500-999
14709,1,82-2546,2018,1646,1260,385,133,219,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,100-199,200-499
14713,0,82-1560,2017,2125,2043,82,43,37,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14718,0,82-2366,2017,2087,2005,82,42,38,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14721,1,82-5827,2019,9236,8516,720,265,438,4,Minor Arterial,3,Urban,Other Road,1,Detroit,200-499,200-499,500-999
14724,0,82-1577,2017,6163,5955,208,129,73,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,200-499
14726,0,82-2365,2017,3911,3796,115,59,52,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
14733,0,82-6545,2017,216,212,3,4,2,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14760,1,82-1838,2019,20655,19958,697,326,329,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
14776,0,82-2381,2017,777,742,35,18,16,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14782,0,82-9799,2019,47538,41358.5,6179,570,5514,1,Interstate Freeway,3,Urban,Interstate,2,Other Wayne,2000+,500-999,2000+
14813,0,82-6207,2017,1055.5,1006,49,26,22,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
14823,0,82-2237,2017,918,876,42,22,19,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99
14836,1,82-8103,2019,8248,7969.5,278,101,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14837,0,82-0165,2019,18018,17658,360,180,144,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14843,1,82-1149,2019,10400.5,10166.5,234,134,97,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499
14851,0,82-4698,2019,15537,15226.5,310,140,93,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,200-499
14884,1,82-0161,2019,14166,13926,240,114,124,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14888,1,82-0161,2019,14166,13926,240,114,124,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14890,0,82-1552,2018,16927,16610,317,189,16,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,200-499
14895,0,82-0159,2019,7911,7784.5,126,63,63,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,0-99,100-199
14904,0,82-0126,2019,28386,27251,1135,596,511,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999
14908,1,82-1147,2018,17979,17798,180,119,62,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,100-199,100-199
14933,1,82-2206,2019,10681,10336,345,148,187,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14935,0,82-1132,2017,25545,25006,539,307,206,4,Minor Arterial,3,Urban,Other Road,2,Other Wayne,200-499,200-499,500-999
14937,0,82-4709,2019,17763,17407.5,355,160,106,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
14947,0,82-0174,2019,3413.5,3300.5,113,41,72,2,Other Freeway,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,0-99,0-99,100-199
14950,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499
14966,1,82-2240,2019,4917,4755,162,70,72,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,100-199
14975,0,82-0736,2017,16395,16036,359,213,130,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499
15003,1,82-0855,2019,41986,40272,1714,896,767,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999
15006,0,82-0327,2019,33857,32976,881,406,475,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15013,1,82-5993,2018,5456,5251,204,111,75,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,100-199
15017,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+
15019,0,82-9834,2018,16957,16515,442,153,289,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,200-499
15022,0,82-9799,2019,47538,41358.5,6179,570,5514,1,Interstate Freeway,3,Urban,Interstate,2,Other Wayne,2000+,500-999,2000+
15036,0,82-1513,2017,7244,7070,174,87,80,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,100-199
15046,0,82-7912,2019,25596,24571,1025,538,461,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,500-999,500-999
15130,0,82-6147,2018,3151,3087,63,43,22,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
15145,0,82-1234,2018,6645,6560,84,60,12,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
15157,0,82-6337,2019,5645,5596,49,31,17,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99
15175,0,82-2239,2019,1603,1522,81,55,12,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99
15183,0,82-1879,2017,3302,3201,101,53,45,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
15191,1,82-1827,2019,32923,32101,822,386,388,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15218,0,82-0124,2019,28096,27366,730,337,393,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15230,1,82-0058,2019,15066,14687,379,170,206,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,200-499,100-199,200-499
15235,0,82-4753,2019,25119,23486.5,1632,527,1105,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,1000-1999,500-999,1000-1999
15243,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15246,1,82-1838,2019,20655,19958,697,326,329,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15255,0,82-9809,2019,71127,69989,1138,640,498,2,Other Freeway,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,500-999,1000-1999
15261,0,82-2303,2019,14646,14423,223,128,29,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,100-199,100-199
15266,0,82-0820,2018,1145,1116,29,20,8,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,0-99,0-99
15291,0,82-2249,2017,8576.5,8371.5,205,103,93,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,100-199,100-199
15352,1,82-3138,2019,17142.5,16073,1069,358,659,2,Other Freeway,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
15371,0,82-7258,2019,10569.5,10358,211,95,63,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,0-99,0-99,100-199
15415,0,82-0324,2019,1363,1310,53,34,14,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,0-99,0-99
15422,0,82-9809,2019,71127,69989,1138,640,498,2,Other Freeway,3,Urban,Freeway/Prin. Art.,1,Detroit,200-499,500-999,1000-1999
15423,1,82-3138,2019,17142.5,16073,1069,358,659,2,Other Freeway,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,1000-1999
15425,0,82-0166,2019,13333,13066.5,266,133,106,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
15436,0,82-2238,2017,1181,1124,57,31,25,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,0-99
15461,0,82-5844,2017,18393,17362,1031,386,571,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,500-999,200-499,500-999
15462,0,82-0125,2019,33327,31994,1333,700,600,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,500-999,500-999,1000-1999
15504,0,82-0596,2019,1028,1014,14,10,2,2,Other Freeway,1,Urban Business,Freeway/Prin. Art.,1,Detroit,0-99,0-99,0-99
15509,0,82-1137,2017,3002,2900,102,51,48,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,0-99
15516,0,82-2378,2017,4625,4488,137,70,62,5,Major Collector,2,Urban Fringe,Other Road,1,Detroit,0-99,0-99,100-199
15524,0,82-0166,2019,13333,13066.5,266,133,106,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
15540,0,82-7910,2019,24759,23768,991,520,446,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,500-999,500-999
15558,1,82-0177,2019,17181,16844.5,336,180,130,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
15578,0,82-2243,2017,7270,7091,179,90,81,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,0-99,100-199
15583,0,82-4753,2019,25119,23486.5,1632,527,1105,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,1000-1999,500-999,1000-1999
15585,1,82-4747,2019,20589,19891.5,697,316,315,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,200-499,200-499,500-999
15597,0,82-7423,2019,10246,9837,409,256,112,5,Major Collector,3,Urban,Other Road,1,Detroit,100-199,200-499,200-499
15620,1,82-9699,2019,38744.5,31673,7071,756,6239,1,Interstate Freeway,4,Suburban,Interstate,2,Other Wayne,2000+,500-999,2000+
15640,0,82-0162,2019,13360.5,13146,214,107,107,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
15649,0,82-1367,2019,13288,12771,517,318,146,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499
15654,0,82-0930,2019,10476,10069,407,251,114,4,Minor Arterial,4,Suburban,Other Road,2,Other Wayne,100-199,200-499,200-499
15667,0,82-6146,2019,7782,7470,312,195,86,5,Major Collector,3,Urban,Other Road,1,Detroit,0-99,100-199,200-499
15674,0,82-0821,2018,8288,8074,214,140,66,5,Major Collector,4,Suburban,Other Road,2,Other Wayne,0-99,100-199,200-499
15682,0,82-1006,2017,8735,8525,210,105,96,5,Major Collector,3,Urban,Other Road,2,Other Wayne,0-99,100-199,200-499
15696,0,82-4709,2019,17763,17407.5,355,160,106,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
15704,1,82-0168,2019,25444.5,24930.5,514,240,157,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,200-499,200-499
15711,0,82-1350,2017,4377,4199,178,109,65,4,Minor Arterial,3,Urban,Other Road,1,Detroit,0-99,100-199,100-199
15713,0,82-0165,2019,18018,17658,360,180,144,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,2,Other Wayne,100-199,100-199,200-499
